dataset,source_file,file_size_bytes,cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A,reference,description,charge_protocol,discharge_protocol,SOC_interval,cycle_count,first_cycle_number,last_cycle_number,soc_interval_start,soc_interval_end,charge_step_count,charge_rate_min_C,charge_rate_max_C,charge_rate_mean_C,charge_current_max_A,charge_voltage_max_V,discharge_step_count,discharge_rate_min_C,discharge_rate_max_C,discharge_rate_mean_C,discharge_current_max_A,discharge_voltage_min_V,hardcoded_removed_indices,median_removed_indices
MICH,MICH/MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i.pkl,23120149,MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",553,1.0,553.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j.pkl,22800976,MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",540,1.0,540.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a.pkl,19957429,MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",512,1.0,512.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b.pkl,19241320,MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",492,1.0,492.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c.pkl,19361074,MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",502,1.0,502.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d.pkl,22625560,MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",581,1.0,581.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e.pkl,17216557,MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",446,1.0,446.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f.pkl,21379111,MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",541,1.0,541.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g.pkl,21042202,MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",541,1.0,541.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h.pkl,19979671,MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",502,1.0,502.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i.pkl,21174070,MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",541,1.0,541.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH,MICH/MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j.pkl,21426769,MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",540,1.0,540.0,0.0,1.0,1,1.0,1.0,1.0,,,1,1.0,1.0,1.0,,,,
MICH_EXP,MICH_EXP/MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C.pkl,64003732,MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",379,1.0,379.0,0.0,1.0,1,0.2,0.2,0.2,,,1,0.2,0.2,0.2,,,,
MICH_EXP,MICH_EXP/MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C.pkl,49960468,MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",293,1.0,293.0,0.0,1.0,1,0.2,0.2,0.2,,,1,0.2,0.2,0.2,,,,
MICH_EXP,MICH_EXP/MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C.pkl,17832858,MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",103,1.0,103.0,0.0,1.0,1,0.2,0.2,0.2,,,1,0.2,0.2,0.2,,,,
MICH_EXP,MICH_EXP/MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C.pkl,8935342,MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",327,1.0,327.0,0.0,1.0,1,1.5,1.5,1.5,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C.pkl,20456728,MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",573,1.0,573.0,0.0,1.0,1,1.5,1.5,1.5,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C.pkl,4858924,MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",177,1.0,177.0,0.0,1.0,1,1.5,1.5,1.5,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_07R_pouch_NMC_25C_0-100_2-2C.pkl,5394196,MICH_07R_pouch_NMC_25C_0-100_2-2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",245,1.0,245.0,0.0,1.0,1,2.0,2.0,2.0,,,1,2.0,2.0,2.0,,,,
MICH_EXP,MICH_EXP/MICH_08C_pouch_NMC_-5C_0-100_2-2C.pkl,17532435,MICH_08C_pouch_NMC_-5C_0-100_2-2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",573,1.0,573.0,0.0,1.0,1,2.0,2.0,2.0,,,1,2.0,2.0,2.0,,,,
MICH_EXP,MICH_EXP/MICH_09H_pouch_NMC_45C_0-100_2-2C.pkl,3770303,MICH_09H_pouch_NMC_45C_0-100_2-2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 2.0, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",175,1.0,175.0,0.0,1.0,1,2.0,2.0,2.0,,,1,2.0,2.0,2.0,,,,
MICH_EXP,MICH_EXP/MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C.pkl,41325958,MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",439,1.0,439.0,0.0,1.0,1,0.2,0.2,0.2,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C.pkl,42948799,MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",540,1.0,540.0,0.0,1.0,1,0.2,0.2,0.2,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C.pkl,17297120,MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0, 1]",182,1.0,182.0,0.0,1.0,1,0.2,0.2,0.2,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C.pkl,54011319,MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.5, 1]",532,1.0,532.0,0.5,1.0,1,0.2,0.2,0.2,,,1,0.2,0.2,0.2,,,,
MICH_EXP,MICH_EXP/MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C.pkl,48802692,MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.5, 1]",452,1.0,452.0,0.5,1.0,1,0.2,0.2,0.2,,,1,0.2,0.2,0.2,,,,
MICH_EXP,MICH_EXP/MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C.pkl,17340558,MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.5, 1]",171,1.0,171.0,0.5,1.0,1,0.2,0.2,0.2,,,1,0.2,0.2,0.2,,,,
MICH_EXP,MICH_EXP/MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C.pkl,31447959,MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.5, 1]",532,1.0,532.0,0.5,1.0,1,0.2,0.2,0.2,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C.pkl,37072617,MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.5, 1]",557,1.0,557.0,0.5,1.0,1,0.2,0.2,0.2,,,1,1.5,1.5,1.5,,,,
MICH_EXP,MICH_EXP/MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C.pkl,17230908,MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3.0,,,,,"[{""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 0.2, ""start_soc"": 0.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[{""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": 1.5, ""start_soc"": 1.0, ""start_voltage_in_V"": null, ""voltage_in_V"": null}]","[0.5, 1]",295,1.0,295.0,0.5,1.0,1,0.2,0.2,0.2,,,1,1.5,1.5,1.5,,,,
RWTH,RWTH/RWTH_002.pkl,58387566,RWTH_002,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4.0,,,,"[{""current_in_A"": 4.0, ""end_soc"": null, ""end_voltage_in_V"": 3.9, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.5, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.9, ""voltage_in_V"": 3.9}]","[{""current_in_A"": 4.0, ""end_soc"": null, ""end_voltage_in_V"": 3.5, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.9, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.5, ""voltage_in_V"": 3.5}]","[0.2, 0.8]",2393,1.0,2410.0,0.2,0.8,2,,,,4.0,3.9,2,,,,4.0,3.5,,
RWTH,RWTH/RWTH_003.pkl,59321307,RWTH_003,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4.0,,,,"[{""current_in_A"": 4.0, ""end_soc"": null, ""end_voltage_in_V"": 3.9, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.5, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 1.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.9, ""voltage_in_V"": 3.9}]","[{""current_in_A"": 4.0, ""end_soc"": null, ""end_voltage_in_V"": 3.5, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.9, ""voltage_in_V"": null}, {""current_in_A"": null, ""end_soc"": 0.0, ""end_voltage_in_V"": null, ""power_in_W"": null, ""rate_in_C"": null, ""start_soc"": null, ""start_voltage_in_V"": 3.5, ""voltage_in_V"": 3.5}]","[0.2, 0.8]",2429,1.0,2445.0,0.2,0.8,2,,,,4.0,3.9,2,,,,4.0,3.5,,
