cell_id,form_factor,anode_material,cathode_material,electrolyte_material,nominal_capacity_in_Ah,depth_of_charge,depth_of_discharge,already_spent_cycles,max_voltage_limit_in_V,min_voltage_limit_in_V,max_current_limit_in_A,min_current_limit_in_A
MATR_b3c36,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c38,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c39,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c40,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c41,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c44,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b3c45,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c0,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c1,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c2,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c3,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c4,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c5,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c6,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c7,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c8,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c9,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c10,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c11,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c12,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c13,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c14,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c15,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c16,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c17,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c18,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c19,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c20,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c21,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c22,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c23,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c24,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c25,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c26,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c27,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c28,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c29,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c30,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c31,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c32,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c33,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c34,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c35,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c36,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c37,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c38,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c39,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c40,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c41,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c42,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c43,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MATR_b4c44,cylindrical_18650,graphite,LiFePO4,,1.1,1.0,1.0,0,3.5,2.0,,
MICH_BLForm1_pouch_NMC_45C_0-100_1-1C_a,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm2_pouch_NMC_45C_0-100_1-1C_b,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm3_pouch_NMC_45C_0-100_1-1C_c,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm4_pouch_NMC_45C_0-100_1-1C_d,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm5_pouch_NMC_45C_0-100_1-1C_e,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm6_pouch_NMC_45C_0-100_1-1C_f,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm7_pouch_NMC_45C_0-100_1-1C_g,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm8_pouch_NMC_45C_0-100_1-1C_h,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm9_pouch_NMC_45C_0-100_1-1C_i,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm10_pouch_NMC_25C_0-100_1-1C_j,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm11_pouch_NMC_25C_0-100_1-1C_a,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm12_pouch_NMC_25C_0-100_1-1C_b,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm13_pouch_NMC_25C_0-100_1-1C_c,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm14_pouch_NMC_25C_0-100_1-1C_d,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm15_pouch_NMC_25C_0-100_1-1C_e,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm16_pouch_NMC_25C_0-100_1-1C_f,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm17_pouch_NMC_25C_0-100_1-1C_g,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm18_pouch_NMC_25C_0-100_1-1C_h,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm19_pouch_NMC_25C_0-100_1-1C_i,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_BLForm20_pouch_NMC_25C_0-100_1-1C_j,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm21_pouch_NMC_25C_0-100_1-1C_a,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm22_pouch_NMC_25C_0-100_1-1C_b,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm23_pouch_NMC_25C_0-100_1-1C_c,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm24_pouch_NMC_25C_0-100_1-1C_d,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm25_pouch_NMC_25C_0-100_1-1C_e,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm26_pouch_NMC_25C_0-100_1-1C_f,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm27_pouch_NMC_25C_0-100_1-1C_g,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm28_pouch_NMC_25C_0-100_1-1C_h,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm29_pouch_NMC_25C_0-100_1-1C_i,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm30_pouch_NMC_25C_0-100_1-1C_j,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm31_pouch_NMC_45C_0-100_1-1C_a,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm32_pouch_NMC_45C_0-100_1-1C_b,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm33_pouch_NMC_45C_0-100_1-1C_c,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm34_pouch_NMC_45C_0-100_1-1C_d,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm35_pouch_NMC_45C_0-100_1-1C_e,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm36_pouch_NMC_45C_0-100_1-1C_f,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm37_pouch_NMC_45C_0-100_1-1C_g,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm38_pouch_NMC_45C_0-100_1-1C_h,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm39_pouch_NMC_45C_0-100_1-1C_i,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_MCForm40_pouch_NMC_45C_0-100_1-1C_j,pouch,graphite,NMC111,,2.36,1.0,1.0,0,4.2,3,,
MICH_01R_pouch_NMC_25C_0-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_02C_pouch_NMC_-5C_0-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_03H_pouch_NMC_45C_0-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_04R_pouch_NMC_25C_0-100_1.5-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_05C_pouch_NMC_-5C_0-100_1.5-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_06H_pouch_NMC_45C_0-100_1.5-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_07R_pouch_NMC_25C_0-100_2-2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_08C_pouch_NMC_-5C_0-100_2-2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_09H_pouch_NMC_45C_0-100_2-2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_10R_pouch_NMC_25C_0-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_11C_pouch_NMC_-5C_0-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_12H_pouch_NMC_45C_0-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_13R_pouch_NMC_25C_50-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_14C_pouch_NMC_-5C_50-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_15H_pouch_NMC_45C_50-100_0.2-0.2C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_16R_pouch_NMC_25C_50-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_17C_pouch_NMC_-5C_50-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
MICH_18H_pouch_NMC_45C_50-100_0.2-1.5C,pouch,graphite,NMC111,,5.0,1.0,1.0,0,4.2,3,,
NA-ion_2850-30_20250117105706_DefaultGroup_45_2,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_4000-30_20250115110206_DefaultGroup_45_1,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_4500-30_20250114232539_DefaultGroup_45_8,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_5000-25_20250115110326_DefaultGroup_38_1,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_5000-25_20250115110326_DefaultGroup_38_2,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-1-64,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-2-63,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-3-62,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-4-61,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-5-60,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-6-59,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-7-58,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-1-8-57,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-1-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-2-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-3-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-4-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-5-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-6-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-7-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-2-8-12,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-1-56,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-2-55,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-3-54,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-4-53,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-5-52,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-6-51,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-7-50,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-3-8-49,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-1-48,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-2-47,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-3-46,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-4-45,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-5-44,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-6-43,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-7-42,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-4-8-41,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-1-39,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-2-38,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-3-37,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-4-36,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-5-35,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-6-34,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-7-33,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-5-8-32,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-1-31,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-2-30,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-3-29,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-4-28,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-5-27,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-6-26,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-7-25,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-6-8-24,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-7-1-23,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-7-2-22,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-7-3-21,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-1-20,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-2-19,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-3-18,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-4-17,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-5-16,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-6-15,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-7-14,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
NA-ion_270040-8-8-13,cylindrical_18650,Unknown,Unknown,,1.0,1.0,1.0,0,4.0,2.0,,
RWTH_002,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_003,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_004,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_005,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_006,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_007,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_008,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_009,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_010,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_011,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_012,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_013,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_014,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_015,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_016,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_017,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_018,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_019,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_020,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_021,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_022,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_023,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_024,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_025,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_026,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_027,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_028,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_029,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_030,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_031,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_032,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_033,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_034,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_035,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_036,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_037,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_038,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_039,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_040,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_041,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_042,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_043,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_044,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_045,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_046,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_047,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_048,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
RWTH_049,cylindrical_18650,graphite,NMC,,1.85,1.0,1.0,0,3.9,3.5,4,
SDU_Battery_1,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_2,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_3,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_4,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_5,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_6,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_7,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_8,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_9,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_10,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_11,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_12,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_13,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_14,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_15,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_16,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_17,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
SDU_Battery_18,cylindrical,graphite,NMC_532,,2.4,1.0,1.0,0,4.2,3,,
